DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	15q15.3	15	44000939	FRMD5, MFAP1	FRMD5			ENSG00000171877			rs11638352-C	rs11638352	0	11638352	intron_variant	0	0.04988	7E-13	12.154901959985743		7.25	[5.27-9.23] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	15q15.3	15	44116203	FRMD5	FRMD5			ENSG00000171877			rs2733201-T	rs2733201	0	2733201	intron_variant	0	0.07311	6E-13	12.221848749616356		7.3	[5.32-9.28] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	15q15.3	15	44272494	intergenic	FRMD5 - CASC4	ENSG00000171877	ENSG00000166734		77223	16225	rs144972973-G	rs144972973	0	144972973	intergenic_variant	1	0.02588	1E-9	9.0		9.93	[6.74-13.12] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	6p12.3	6	46709361	PLA2G7	PLA2G7			ENSG00000146070			rs76863441-A	rs76863441	0	76863441	missense_variant	0	0.01019	1E-178	178.0		72.79	[67.79-77.79] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	6q25.3	6	160589086	LPA	LPA			ENSG00000198670			rs10455872-G	rs10455872	0	10455872	intron_variant	0	0.05875	4E-13	12.397940008672037		7.22	[5.26-9.18] (nmol/min/ml) increase	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	6q26	6	160690668	intergenic	AL109933.2 - AL109933.1	ENSG00000243831	ENSG00000224477		14145	7620	rs186696265-T	rs186696265	0	186696265	intergenic_variant	1	0.01809	1E-12	12.0		12.07	[8.76-15.38] (nmol/min/ml) increase	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	19q13.32	19	44908822	APOE	APOE			ENSG00000130203			rs7412-T	rs7412	0	7412	missense_variant	0	0.06071	8E-78	77.09691001300806		17.11	[15.31-18.91] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	9p13.2	9	37590253	RP11-613M10.8, TOMM5, RP11-613M10.9	AL138752.2, AL513165.2, TOMM5			ENSG00000255872, ENSG00000256966, ENSG00000175768			rs57578064-A	rs57578064	0	57578064	intron_variant	0	0.009	1E-8	8.0		32.49	[21.28-43.7] (nmol/min/ml) increase	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	9q31.1	9	104634643	intergenic	OR13I1P - OR13C1P	ENSG00000273423	ENSG00000235248		3626	20720	rs189889864-A	rs189889864	0	189889864	intergenic_variant	1	0.0002	9E-9	8.045757490560675		91.81	[60.53-123.09] (nmol/min/ml) increase	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	8p21.3	8	19962213	LPL	LPL			ENSG00000175445			rs328-G	rs328	0	328	stop_gained	0	0.092	2E-6	5.698970004336019		3.7	[2.19-5.21] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	19p13.2	19	11091630	LDLR	LDLR			ENSG00000130164			rs6511720-T	rs6511720	0	6511720	intron_variant	0	0.083	2E-6	5.698970004336019		3.75	[2.20-5.30] (nmol/min/ml) decrease	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Myocardial infarction in cardiovascular disease (time to event) (darapladib treatment interaction)	740 European, African American, Asian and other ancestry darapladib-treated cases, 833 European, African American, Asian and other ancestry placebo-treated cases	NA	14q31.2	14	84338144	intergenic	MTCYBP27 - RNU6-976P	ENSG00000259012	ENSG00000251895		161056	401798	rs117714106-T	rs117714106	0	117714106	intergenic_variant	1	0.007	2E-6	5.698970004336019				Affymetrix, Illumina [9334585] (imputed)	N	response to darapladib, acute coronary syndrome, coronary heart disease, myocardial infarction	http://www.ebi.ac.uk/efo/EFO_0008395, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0000612	GCST004959	Genome-wide genotyping array
2017-11-20	28753643	Yeo A	2017-07-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28753643	Pharmacogenetic meta-analysis of baseline risk factors, pharmacodynamic, efficacy and tolerability endpoints from two large global cardiovascular outcomes trials for darapladib.	Lipoprotein phospholipase A2 activity in cardiovascular disease	22,156 European, Asian, African, Arabic, Native American, Pacific Islander and other ancestry	NA	6q25.3	6	160330499	intergenic	SLC22A2 - SLC22A3	ENSG00000112499	ENSG00000146477		52861	17879	rs9295128-T	rs9295128	0	9295128	intergenic_variant	1	0.01694	4E-11	10.397940008672037		11.72	[8.25-15.19] (nmol/min/ml) increase	Affymetrix, Illumina [13572687] (imputed)	N	lipoprotein-associated phospholipase A(2) measurement, acute coronary syndrome, coronary heart disease	http://www.ebi.ac.uk/efo/EFO_0004746, http://www.ebi.ac.uk/efo/EFO_0005672, http://www.ebi.ac.uk/efo/EFO_0001645	GCST004963	Genome-wide genotyping array
2008-06-16	18075462	Suzuki S	2007-11-17	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/18075462	A novel genetic marker for coronary spasm in women from a genome-wide single nucleotide polymorphism analysis.	Coronary spasm	50 Japanese ancestry female cases, 50 Japanese ancestry female controls	151 Japanese ancestry female cases, 160 Japanese ancestry female controls	14q21.1	14	38551301	intergenic	AL355835.1 - AL357094.1	ENSG00000259072	ENSG00000271468		179963	53954	rs10498345-T	rs10498345	0	10498345	intergenic_variant	1	0.30	9E-7	6.045757490560675		2.33	[1.64-3.23]	Affymetrix [97552]	N	Coronary Vasospasm	http://www.ebi.ac.uk/efo/EFO_0004225	GCST000125	Genome-wide genotyping array
2019-08-15	26534935	Weng L	2015-11-03	Physiol Genomics	www.ncbi.nlm.nih.gov/pubmed/26534935	Genetic loci associated with nonobstructive coronary artery disease in Caucasian women.	Nonobstructive coronary artery disease	332 European ancestry female cases, 1,003 European ancestry female controls	NA	6p22.1	6	30071463	RNF39	RNF39, RNF39, RNF39, RNF39, RNF39, RNF39, RNF39, RNF39			ENSG00000235022, ENSG00000237733, ENSG00000230467, ENSG00000227171, ENSG00000206500, ENSG00000236967, ENSG00000230332, ENSG00000204618			rs2301753-?	rs2301753	0	2301753	missense_variant	0	0.883	7E-7	6.154901959985743		2.5	[1.75-3.57]	Illumina [52371]	N	non-obstructive coronary artery disease	http://www.ebi.ac.uk/efo/EFO_1001483	GCST008436	Targeted genotyping array [Cardio-MetaboChip]
2019-08-15	26534935	Weng L	2015-11-03	Physiol Genomics	www.ncbi.nlm.nih.gov/pubmed/26534935	Genetic loci associated with nonobstructive coronary artery disease in Caucasian women.	Nonobstructive coronary artery disease	332 European ancestry female cases, 1,003 European ancestry female controls	NA				LIG3							chr17:30331990-A	chr17:30331990	0			1	0.053	2E-6	5.698970004336019		2.41	[1.68-3.47]	Illumina [52371]	N	non-obstructive coronary artery disease	http://www.ebi.ac.uk/efo/EFO_1001483	GCST008436	Targeted genotyping array [Cardio-MetaboChip]
2019-08-15	26534935	Weng L	2015-11-03	Physiol Genomics	www.ncbi.nlm.nih.gov/pubmed/26534935	Genetic loci associated with nonobstructive coronary artery disease in Caucasian women.	Nonobstructive coronary artery disease	332 European ancestry female cases, 1,003 European ancestry female controls	NA				intergenic							chr15:61195932-A	chr15:61195932	0			1	0.04	3E-6	5.522878745280337		2.64	[1.76-3.96]	Illumina [52371]	N	non-obstructive coronary artery disease	http://www.ebi.ac.uk/efo/EFO_1001483	GCST008436	Targeted genotyping array [Cardio-MetaboChip]
2019-08-15	26534935	Weng L	2015-11-03	Physiol Genomics	www.ncbi.nlm.nih.gov/pubmed/26534935	Genetic loci associated with nonobstructive coronary artery disease in Caucasian women.	Nonobstructive coronary artery disease	332 European ancestry female cases, 1,003 European ancestry female controls	NA	18q21.33	18	63015882	intergenic	PHLPP1 - BCL2	ENSG00000081913	ENSG00000171791		35449	107464	rs8095193-A	rs8095193	0	8095193	regulatory_region_variant	1	0.222	7E-6	5.154901959985743		1.6	[1.30-1.96]	Illumina [52371]	N	non-obstructive coronary artery disease	http://www.ebi.ac.uk/efo/EFO_1001483	GCST008436	Targeted genotyping array [Cardio-MetaboChip]
2019-08-15	26534935	Weng L	2015-11-03	Physiol Genomics	www.ncbi.nlm.nih.gov/pubmed/26534935	Genetic loci associated with nonobstructive coronary artery disease in Caucasian women.	Nonobstructive coronary artery disease	332 European ancestry female cases, 1,003 European ancestry female controls	NA	12q21.33	12	89624457	ATP2B1	ATP2B1			ENSG00000070961			rs12818945-A	rs12818945	0	12818945	intron_variant	0	0.047	6E-6	5.221848749616356	(Adjusted)	2.38	[1.63-3.45]	Illumina [52371]	N	non-obstructive coronary artery disease	http://www.ebi.ac.uk/efo/EFO_1001483	GCST008436	Targeted genotyping array [Cardio-MetaboChip]
2011-09-28	21878436	Sampietro ML	2011-08-30	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21878436	A genome-wide association study identifies a region at chromosome 12 as a potential susceptibility locus for restenosis after percutaneous coronary intervention.	Coronary restenosis	295 European ancestry cases, 571 European ancestry controls	455 European ancestry cases, 2,880 European ancestry controls	12q23.3	12	103518728	STAB2, C12orf42, NT5DC3	AC084364.3			ENSG00000286197			rs10861032-C	rs10861032	0	10861032	non_coding_transcript_exon_variant	0	NR	1E-7	7.0				Illumina [556099]	N	Coronary Restenosis	http://www.ebi.ac.uk/efo/EFO_0004224	GCST001214	Genome-wide genotyping array
2019-02-20	30267110	Kwon YC	2018-09-28	Pediatr Cardiol	www.ncbi.nlm.nih.gov/pubmed/30267110	Identification of the TIFAB Gene as a Susceptibility Locus for Coronary Artery Aneurysm in Patients with Kawasaki Disease.	Coronary artery aneurysm in Kawasaki disease	33 cases, 215 controls	12 cases, 532 controls	5q31.1	5	135459219	TIFAB, DCANP1	AC022092.1 - NEUROG1	ENSG00000249639	ENSG00000181965		522	75063	rs899162-A	rs899162	0	899162	intergenic_variant	1	0.141	2E-7	6.698970004336019		3.2	[2.02-5.05]	Illumina [~ 1000000]	N	mucocutaneous lymph node syndrome, coronary aneurysm	http://www.ebi.ac.uk/efo/EFO_0004246, http://www.ebi.ac.uk/efo/EFO_1000881	GCST007192	Genome-wide genotyping array
2017-01-25	27171184	Kuo HC	2016-05-12	PLoS One	www.ncbi.nlm.nih.gov/pubmed/27171184	Genome-Wide Association Study Identifies Novel Susceptibility Genes Associated with Coronary Artery Aneurysm Formation in Kawasaki Disease.	Coronary artery aneurysm in Kawasaki disease	11 Taiwanese ancestry cases, 146 Taiwanese ancestry controls	NA	10p12.31	10	20879174	NEBL	NEBL			ENSG00000078114			rs16921209-G	rs16921209	0	16921209	intron_variant	0	0.007	7E-9	8.154901959985743		32.22	[NR]	Affymetrix [559609]	N	mucocutaneous lymph node syndrome, coronary aneurysm	http://www.ebi.ac.uk/efo/EFO_0004246, http://www.ebi.ac.uk/efo/EFO_1000881	GCST003560	Genome-wide genotyping array
2017-01-25	27171184	Kuo HC	2016-05-12	PLoS One	www.ncbi.nlm.nih.gov/pubmed/27171184	Genome-Wide Association Study Identifies Novel Susceptibility Genes Associated with Coronary Artery Aneurysm Formation in Kawasaki Disease.	Coronary artery aneurysm in Kawasaki disease	11 Taiwanese ancestry cases, 146 Taiwanese ancestry controls	NA	13q12.11	13	19181923	TUBA3C	TUBA3C - AL139327.1	ENSG00000198033	ENSG00000121388		99	115	rs17076896-G	rs17076896	0	17076896	intergenic_variant	1	0.014	8E-9	8.096910013008056		21.03	[NR]	Affymetrix [559609]	N	mucocutaneous lymph node syndrome, coronary aneurysm	http://www.ebi.ac.uk/efo/EFO_0004246, http://www.ebi.ac.uk/efo/EFO_1000881	GCST003560	Genome-wide genotyping array
